id,text_clean,text_emojis_mapped,text_lemma,n_tokens
2935,so that big knee to the face of a grounded opponent was legal  4 55 that s what stopped the fight  there was no other strike to the head after that to knock sonnen out,so that big knee to the face of a grounded opponent was legal  4 55 that s what stopped the fight  there was no other strike to the head after that to knock sonnen out,so that big knee to the face of a ground opponent be legal 4 55 that s what stop the fight there be no other strike to the head after that to knock sonnen out,35
2936,he s in the wrong game   no real fighter would ever call it   time to get a job in a call center,he s in the wrong game   no real fighter would ever call it   time to get a job in a call center,he s in the wrong game no real fighter would ever call it time to get a job in a call center,22
2937,🦆🦆🦆,emoji_duckemoji_duckemoji_duck,emoji_duckemoji_duckemoji_duck,1
2938,"this is the fight game 
this is what we do 
we build a champion up 
he s  undefeated  the   p4p of all time  
just to knock them down and call them   cowards  in the end  why 
because we want to see them knocked out  used and broken on the floor in front of us  
that makes us feel good 
the smart fighters understand this  and get out while they re still ahead 
it s always been this way 
of course you re mad 
lol","this is the fight game 
this is what we do 
we build a champion up 
he s  undefeated  the   p4p of all time  
just to knock them down and call them   cowards  in the end  why 
because we want to see them knocked out  used and broken on the floor in front of us  
that makes us feel good 
the smart fighters understand this  and get out while they re still ahead 
it s always been this way 
of course you re mad 
lol",this be the fight game this be what we do we build a champion up he s undefeated the p4p of all time just to knock they down and call they coward in the end why because we want to see they knock out use and break on the floor in front of we that make we feel good the smart fighter understand this and get out while they re still ahead it s always be this way of course you re mad lol,84
2939,never heard him give dc props for fighting someone almost a decade younger than him,never heard him give dc props for fighting someone almost a decade younger than him,never hear he give dc prop for fight someone almost a decade young than he,15
2940,eff jon jones,eff jon jones,eff jon jones,3
2941,"all because his cardio 
feeling tired is the worst feeling in a combat setting 
keep fit kids","all because his cardio 
feeling tired is the worst feeling in a combat setting 
keep fit kids",all because his cardio feeling tired be the bad feeling in a combat setting keep fit kid,17
2942,he had that poke coming to him,he had that poke coming to him,he have that poke come to he,7
2943,i got a four letter word for jon and it aint goat,i got a four letter word for jon and it aint goat,I get a four letter word for jon and it be not goat,13
2944,he is b made sorry he ducks anyone he feels can whoop dat trick he a whole b for that,he is b made sorry he ducks anyone he feels can whoop dat trick he a whole b for that,he be b make sorry he duck anyone he feel can whoop dat trick he a whole b for that,20
2945,quem luta sabe que os lutadores se médem ali por isso jhones tirou a mão dele do seu ombro,quem luta sabe que os lutadores se médem ali por isso jhones tirou a mão dele do seu ombro,quem luta sabe que os lutadore se médem ali por isso jhone tirou a mão dele do seu ombro,19
2946,i can t let you get close   chael sonnen,i can t let you get close   chael sonnen,I can t let you get close chael sonnen,9
2947,well stipe was right 😉,well stipe was right emoji_winking_face,well stipe be right emoji_winking_face,5
2948,dc was lucky he didn t go next door jon would have killed dc,dc was lucky he didn t go next door jon would have killed dc,dc be lucky he didn t go next door jon would have kill dc,14
2949,"nutsack thought he was gonna punk bonz jones
thought he was more superior the way he try to put his hand on jon  not today nutsack","nutsack thought he was gonna punk bonz jones
thought he was more superior the way he try to put his hand on jon  not today nutsack",nutsack think he be go to punk bonz jones think he be more superior the way he try to put his hand on jon not today nutsack,27
2950,never mind jjs legacy what about poor tom s who s been waiting 2 years for chance to unify the belts  lost some great fights because of this,never mind jjs legacy what about poor tom s who s been waiting 2 years for chance to unify the belts  lost some great fights because of this,never mind jjs legacy what about poor tom s who s be wait 2 year for chance to unify the belt lose some great fight because of this,28
2951,im not a mma kinda guy but where was he tryna place the knee then  cause he lined it up straight for his head,im not a mma kinda guy but where was he tryna place the knee then  cause he lined it up straight for his head,I m not a mma kinda guy but where be he tryna place the knee then cause he line it up straight for his head,25
2952,undisputed,undisputed,undisputed,1
2953,who the hell is screeching  shut up,who the hell is screeching  shut up,who the hell be screech shut up,7
2954,he lost while elbowing him in the face i would be embarrassed winning like that,he lost while elbowing him in the face i would be embarrassed winning like that,he lose while elbow he in the face I would be embarrassed win like that,15
2955,фёдор  вы лучший  приятно наблюдать за вашим  мастерством,фёдор  вы лучший  приятно наблюдать за вашим  мастерством,фёдор вы лучший приятно наблюдать за вашим мастерством,8
